42.948
42.565
42.185
41.808
41.432
41.058
40.687
40.318
39.95
39.585
39.221
38.86
38.5
38.142
37.785
37.43
37.077
36.726
36.376
36.027
35.681
35.335
34.991
34.649
34.308
33.968
33.629
33.292
32.956
32.622
32.288
31.956
31.625
31.295
